Alternatif ID: 8091, Nilai: 103571.10, Jarak: 233.19, Atraksi: 22, Penduduk: 17591, Pendapatan: 8.2831, Harga Tanah: 500001
Alternatif ID: 8406, Nilai: 101361.87, Jarak: 200.55, Atraksi: 26, Penduduk: 6577, Pendapatan: 4.801, Harga Tanah: 500001
Alternatif ID: 15550, Nilai: 101352.02, Jarak: 327.62, Atraksi: 34, Penduduk: 6394, Pendapatan: 3.4902, Harga Tanah: 500001
Alternatif ID: 15385, Nilai: 101345.80, Jarak: 314.33, Atraksi: 30, Penduduk: 6373, Pendapatan: 10.6868, Harga Tanah: 500001
Alternatif ID: 16210, Nilai: 101341.07, Jarak: 358.86, Atraksi: 42, Penduduk: 6297, Pendapatan: 6.4752, Harga Tanah: 500001
Alternatif ID: 7688, Nilai: 101321.89, Jarak: 233.30, Atraksi: 26, Penduduk: 6339, Pendapatan: 10.1447, Harga Tanah: 500001
Alternatif ID: 3092, Nilai: 101314.81, Jarak: 280.08, Atraksi: 24, Penduduk: 6258, Pendapatan: 10.9601, Harga Tanah: 500001
Alternatif ID: 1754, Nilai: 101309.99, Jarak: 377.44, Atraksi: 23, Penduduk: 6139, Pendapatan: 9.5245, Harga Tanah: 500001
Alternatif ID: 15644, Nilai: 101309.28, Jarak: 328.22, Atraksi: 23, Penduduk: 6184, Pendapatan: 10.1675, Harga Tanah: 500001
Alternatif ID: 7461, Nilai: 101296.23, Jarak: 231.22, Atraksi: 19, Penduduk: 6224, Pendapatan: 5.9541, Harga Tanah: 500001
Alternatif ID: 3337, Nilai: 101290.87, Jarak: 270.52, Atraksi: 9, Penduduk: 6163, Pendapatan: 10.8289, Harga Tanah: 500001
Alternatif ID: 15714, Nilai: 101280.80, Jarak: 333.10, Atraksi: 36, Penduduk: 6026, Pendapatan: 7.8997, Harga Tanah: 500001
Alternatif ID: 7160, Nilai: 101274.11, Jarak: 238.41, Atraksi: 24, Penduduk: 6097, Pendapatan: 10.1357, Harga Tanah: 500001
Alternatif ID: 14842, Nilai: 101216.19, Jarak: 310.23, Atraksi: 23, Penduduk: 5741, Pendapatan: 5.7211, Harga Tanah: 500001
Alternatif ID: 2518, Nilai: 101213.64, Jarak: 306.04, Atraksi: 12, Penduduk: 5744, Pendapatan: 5.1482, Harga Tanah: 500001
Alternatif ID: 8712, Nilai: 101202.45, Jarak: 187.33, Atraksi: 22, Penduduk: 5791, Pendapatan: 10.9201, Harga Tanah: 500001
Alternatif ID: 1806, Nilai: 101175.28, Jarak: 364.96, Atraksi: 22, Penduduk: 5484, Pendapatan: 4.4375, Harga Tanah: 500001
Alternatif ID: 7346, Nilai: 101174.31, Jarak: 235.57, Atraksi: 34, Penduduk: 5586, Pendapatan: 15.0001, Harga Tanah: 500001
Alternatif ID: 7880, Nilai: 101165.01, Jarak: 199.06, Atraksi: 32, Penduduk: 5578, Pendapatan: 15.0001, Harga Tanah: 500001
Alternatif ID: 15384, Nilai: 101164.54, Jarak: 319.21, Atraksi: 15, Penduduk: 5480, Pendapatan: 7.4678, Harga Tanah: 500001
Alternatif ID: 3403, Nilai: 101160.33, Jarak: 272.76, Atraksi: 31, Penduduk: 5488, Pendapatan: 8.8742, Harga Tanah: 500001
Alternatif ID: 14119, Nilai: 101160.31, Jarak: 290.81, Atraksi: 11, Penduduk: 5488, Pendapatan: 10.7326, Harga Tanah: 500001
Alternatif ID: 7608, Nilai: 101154.02, Jarak: 200.53, Atraksi: 42, Penduduk: 5518, Pendapatan: 8.5842, Harga Tanah: 500001
Alternatif ID: 14747, Nilai: 101153.84, Jarak: 311.01, Atraksi: 34, Penduduk: 5419, Pendapatan: 4.1985, Harga Tanah: 500001
Alternatif ID: 7261, Nilai: 101146.34, Jarak: 202.03, Atraksi: 40, Penduduk: 5485, Pendapatan: 3.6974, Harga Tanah: 500001
Alternatif ID: 8630, Nilai: 101143.63, Jarak: 194.95, Atraksi: 37, Penduduk: 5477, Pendapatan: 8.1888, Harga Tanah: 500001
Alternatif ID: 8350, Nilai: 101134.85, Jarak: 201.01, Atraksi: 20, Penduduk: 5448, Pendapatan: 4.2554, Harga Tanah: 500001
Alternatif ID: 9767, Nilai: 101134.81, Jarak: 133.20, Atraksi: 27, Penduduk: 5509, Pendapatan: 3.8456, Harga Tanah: 500001
Alternatif ID: 12921, Nilai: 101134.77, Jarak: 270.20, Atraksi: 7, Penduduk: 5389, Pendapatan: 6.6659, Harga Tanah: 500001
Alternatif ID: 16071, Nilai: 101133.55, Jarak: 350.18, Atraksi: 31, Penduduk: 5283, Pendapatan: 3.5744, Harga Tanah: 500000
Alternatif ID: 8807, Nilai: 101124.53, Jarak: 177.98, Atraksi: 5, Penduduk: 5429, Pendapatan: 9.6465, Harga Tanah: 500001
Alternatif ID: 15478, Nilai: 101116.48, Jarak: 321.99, Atraksi: 22, Penduduk: 14034, Pendapatan: 4.3939, Harga Tanah: 491200
Alternatif ID: 9427, Nilai: 101096.58, Jarak: 162.44, Atraksi: 16, Penduduk: 5297, Pendapatan: 6.4522, Harga Tanah: 500001
Alternatif ID: 2856, Nilai: 101089.02, Jarak: 290.70, Atraksi: 31, Penduduk: 5112, Pendapatan: 10.3983, Harga Tanah: 500001
Alternatif ID: 8409, Nilai: 101088.84, Jarak: 201.52, Atraksi: 22, Penduduk: 5215, Pendapatan: 4.7009, Harga Tanah: 500001
Alternatif ID: 7577, Nilai: 101088.22, Jarak: 231.76, Atraksi: 34, Penduduk: 5166, Pendapatan: 8.3609, Harga Tanah: 500001
Alternatif ID: 15169, Nilai: 101083.35, Jarak: 315.75, Atraksi: 26, Penduduk: 5067, Pendapatan: 7.0001, Harga Tanah: 500001
Alternatif ID: 4527, Nilai: 101077.30, Jarak: 214.30, Atraksi: 32, Penduduk: 5131, Pendapatan: 8.2004, Harga Tanah: 500001
Alternatif ID: 14392, Nilai: 101065.23, Jarak: 343.69, Atraksi: 22, Penduduk: 4949, Pendapatan: 10.4549, Harga Tanah: 500001
Alternatif ID: 8224, Nilai: 101063.44, Jarak: 201.93, Atraksi: 9, Penduduk: 5102, Pendapatan: 3.2545, Harga Tanah: 500001
Alternatif ID: 14012, Nilai: 101058.50, Jarak: 286.64, Atraksi: 24, Penduduk: 4973, Pendapatan: 7.8627, Harga Tanah: 500001
Alternatif ID: 7933, Nilai: 101054.32, Jarak: 231.04, Atraksi: 26, Penduduk: 5005, Pendapatan: 8.5421, Harga Tanah: 500001
Alternatif ID: 5604, Nilai: 101052.50, Jarak: 205.98, Atraksi: 34, Penduduk: 5012, Pendapatan: 9.4987, Harga Tanah: 500001
Alternatif ID: 7963, Nilai: 101049.37, Jarak: 203.33, Atraksi: 43, Penduduk: 4994, Pendapatan: 5.5321, Harga Tanah: 500001
Alternatif ID: 13149, Nilai: 101044.47, Jarak: 293.63, Atraksi: 9, Penduduk: 4909, Pendapatan: 9.7194, Harga Tanah: 500001
Alternatif ID: 13374, Nilai: 101035.93, Jarak: 276.27, Atraksi: 21, Penduduk: 4872, Pendapatan: 9.3834, Harga Tanah: 500001
Alternatif ID: 8636, Nilai: 101034.60, Jarak: 178.11, Atraksi: 23, Penduduk: 4960, Pendapatan: 10.9052, Harga Tanah: 500001
Alternatif ID: 14662, Nilai: 101030.00, Jarak: 344.02, Atraksi: 36, Penduduk: 4760, Pendapatan: 9.0064, Harga Tanah: 500001
Alternatif ID: 8056, Nilai: 101027.13, Jarak: 203.82, Atraksi: 38, Penduduk: 4888, Pendapatan: 4.8304, Harga Tanah: 500001
Alternatif ID: 8316, Nilai: 101014.80, Jarak: 226.98, Atraksi: 31, Penduduk: 4803, Pendapatan: 11.9993, Harga Tanah: 500001
Alternatif ID: 15643, Nilai: 101012.33, Jarak: 329.64, Atraksi: 32, Penduduk: 4684, Pendapatan: 15.0001, Harga Tanah: 500001
Alternatif ID: 7934, Nilai: 101011.20, Jarak: 231.04, Atraksi: 24, Penduduk: 4787, Pendapatan: 12.9758, Harga Tanah: 500001
Alternatif ID: 8227, Nilai: 101011.03, Jarak: 201.93, Atraksi: 13, Penduduk: 4833, Pendapatan: 6.2389, Harga Tanah: 500001
Alternatif ID: 13531, Nilai: 101006.37, Jarak: 278.34, Atraksi: 35, Penduduk: 4709, Pendapatan: 8.492, Harga Tanah: 500001
Alternatif ID: 8460, Nilai: 101001.39, Jarak: 199.13, Atraksi: 29, Penduduk: 4767, Pendapatan: 10.7937, Harga Tanah: 500001
Alternatif ID: 8230, Nilai: 101001.27, Jarak: 202.89, Atraksi: 18, Penduduk: 4780, Pendapatan: 4.4674, Harga Tanah: 500001
Alternatif ID: 8574, Nilai: 100992.98, Jarak: 200.72, Atraksi: 38, Penduduk: 4715, Pendapatan: 10.1882, Harga Tanah: 500001
Alternatif ID: 14179, Nilai: 100989.35, Jarak: 295.74, Atraksi: 28, Penduduk: 4612, Pendapatan: 10.0346, Harga Tanah: 500001
Alternatif ID: 15696, Nilai: 100988.17, Jarak: 349.29, Atraksi: 25, Penduduk: 4561, Pendapatan: 4.5581, Harga Tanah: 500001
Alternatif ID: 15849, Nilai: 100981.90, Jarak: 350.47, Atraksi: 48, Penduduk: 4506, Pendapatan: 4.0156, Harga Tanah: 500001
Alternatif ID: 14845, Nilai: 100973.01, Jarak: 306.72, Atraksi: 28, Penduduk: 4518, Pendapatan: 11.3176, Harga Tanah: 500001
Alternatif ID: 7795, Nilai: 100972.46, Jarak: 196.73, Atraksi: 34, Penduduk: 4624, Pendapatan: 6.5533, Harga Tanah: 500001
Alternatif ID: 4626, Nilai: 100969.85, Jarak: 252.47, Atraksi: 17, Penduduk: 4573, Pendapatan: 5.7704, Harga Tanah: 500001
Alternatif ID: 15585, Nilai: 100967.39, Jarak: 327.58, Atraksi: 25, Penduduk: 4470, Pendapatan: 13.3913, Harga Tanah: 500001
Alternatif ID: 8148, Nilai: 100965.72, Jarak: 202.39, Atraksi: 20, Penduduk: 4600, Pendapatan: 5.1999, Harga Tanah: 500001
Alternatif ID: 7057, Nilai: 100960.47, Jarak: 200.27, Atraksi: 23, Penduduk: 4574, Pendapatan: 4.0965, Harga Tanah: 500001
Alternatif ID: 14603, Nilai: 100960.03, Jarak: 306.12, Atraksi: 34, Penduduk: 4448, Pendapatan: 11.0492, Harga Tanah: 500001
Alternatif ID: 3548, Nilai: 100958.42, Jarak: 268.96, Atraksi: 26, Penduduk: 4486, Pendapatan: 10.1454, Harga Tanah: 500001
Alternatif ID: 14749, Nilai: 100952.11, Jarak: 309.58, Atraksi: 39, Penduduk: 4402, Pendapatan: 8.9955, Harga Tanah: 500001
Alternatif ID: 14186, Nilai: 100945.10, Jarak: 292.20, Atraksi: 24, Penduduk: 4401, Pendapatan: 7.2986, Harga Tanah: 500001
Alternatif ID: 15905, Nilai: 100943.86, Jarak: 352.62, Atraksi: 52, Penduduk: 4309, Pendapatan: 4.6781, Harga Tanah: 500001
Alternatif ID: 7891, Nilai: 100941.97, Jarak: 204.76, Atraksi: 26, Penduduk: 4473, Pendapatan: 5.0762, Harga Tanah: 500001
Alternatif ID: 7768, Nilai: 100939.20, Jarak: 229.92, Atraksi: 36, Penduduk: 4421, Pendapatan: 8.0838, Harga Tanah: 500001
Alternatif ID: 13941, Nilai: 100935.50, Jarak: 286.65, Atraksi: 32, Penduduk: 4350, Pendapatan: 7.8279, Harga Tanah: 500001
Alternatif ID: 4624, Nilai: 100934.22, Jarak: 251.54, Atraksi: 16, Penduduk: 4392, Pendapatan: 10.5424, Harga Tanah: 500001
Alternatif ID: 8733, Nilai: 100934.13, Jarak: 195.76, Atraksi: 25, Penduduk: 4440, Pendapatan: 8.8666, Harga Tanah: 500001
Alternatif ID: 7852, Nilai: 100929.53, Jarak: 171.63, Atraksi: 22, Penduduk: 4443, Pendapatan: 10.0285, Harga Tanah: 500001
Alternatif ID: 8141, Nilai: 100928.40, Jarak: 195.72, Atraksi: 37, Penduduk: 4400, Pendapatan: 8.2954, Harga Tanah: 500001
Alternatif ID: 14884, Nilai: 100928.12, Jarak: 311.61, Atraksi: 32, Penduduk: 4281, Pendapatan: 15.0001, Harga Tanah: 500001
Alternatif ID: 3226, Nilai: 100927.19, Jarak: 273.40, Atraksi: 14, Penduduk: 4340, Pendapatan: 7.5674, Harga Tanah: 500001
Alternatif ID: 8407, Nilai: 100926.94, Jarak: 201.52, Atraksi: 27, Penduduk: 4401, Pendapatan: 4.175, Harga Tanah: 500001
Alternatif ID: 8507, Nilai: 100924.64, Jarak: 192.88, Atraksi: 24, Penduduk: 4394, Pendapatan: 11.2979, Harga Tanah: 500001
Alternatif ID: 8631, Nilai: 100919.77, Jarak: 200.84, Atraksi: 40, Penduduk: 4350, Pendapatan: 7.0318, Harga Tanah: 500001
Alternatif ID: 4625, Nilai: 100919.26, Jarak: 252.47, Atraksi: 22, Penduduk: 4311, Pendapatan: 9.8177, Harga Tanah: 500001
Alternatif ID: 1704, Nilai: 100918.37, Jarak: 388.19, Atraksi: 32, Penduduk: 4164, Pendapatan: 6.6661, Harga Tanah: 500001
Alternatif ID: 3190, Nilai: 100917.38, Jarak: 274.85, Atraksi: 21, Penduduk: 4281, Pendapatan: 9.0519, Harga Tanah: 500001
Alternatif ID: 13691, Nilai: 100911.35, Jarak: 282.50, Atraksi: 22, Penduduk: 4240, Pendapatan: 11.2463, Harga Tanah: 500001
Alternatif ID: 8873, Nilai: 100910.84, Jarak: 181.64, Atraksi: 10, Penduduk: 4355, Pendapatan: 6.5571, Harga Tanah: 500001
Alternatif ID: 8560, Nilai: 100910.47, Jarak: 180.50, Atraksi: 24, Penduduk: 4338, Pendapatan: 8.8612, Harga Tanah: 500001
Alternatif ID: 7832, Nilai: 100909.98, Jarak: 219.68, Atraksi: 7, Penduduk: 4314, Pendapatan: 8.2037, Harga Tanah: 500001
Alternatif ID: 5603, Nilai: 100905.43, Jarak: 205.10, Atraksi: 43, Penduduk: 4269, Pendapatan: 9.0702, Harga Tanah: 500001
Alternatif ID: 7606, Nilai: 100904.64, Jarak: 198.66, Atraksi: 28, Penduduk: 4287, Pendapatan: 8.5677, Harga Tanah: 500001
Alternatif ID: 14344, Nilai: 100902.35, Jarak: 299.20, Atraksi: 37, Penduduk: 4167, Pendapatan: 7.5655, Harga Tanah: 500001
Alternatif ID: 15837, Nilai: 100897.56, Jarak: 351.22, Atraksi: 52, Penduduk: 4079, Pendapatan: 4.5913, Harga Tanah: 500001
Alternatif ID: 2205, Nilai: 100897.54, Jarak: 336.72, Atraksi: 26, Penduduk: 4123, Pendapatan: 1.9891, Harga Tanah: 500000
Alternatif ID: 8152, Nilai: 100896.52, Jarak: 203.35, Atraksi: 22, Penduduk: 4251, Pendapatan: 5.2555, Harga Tanah: 500001
Alternatif ID: 14069, Nilai: 100887.41, Jarak: 290.83, Atraksi: 25, Penduduk: 4111, Pendapatan: 9.2298, Harga Tanah: 500001
Alternatif ID: 8000, Nilai: 100886.23, Jarak: 219.78, Atraksi: 38, Penduduk: 4166, Pendapatan: 6.3861, Harga Tanah: 500001
Alternatif ID: 8541, Nilai: 100880.84, Jarak: 200.18, Atraksi: 36, Penduduk: 4152, Pendapatan: 15.0001, Harga Tanah: 500001
Alternatif ID: 8582, Nilai: 100880.72, Jarak: 169.71, Atraksi: 5, Penduduk: 4222, Pendapatan: 5.8703, Harga Tanah: 500001
Alternatif ID: 16056, Nilai: 100876.94, Jarak: 351.67, Atraksi: 52, Penduduk: 3975, Pendapatan: 5.0156, Harga Tanah: 500001
Alternatif ID: 15758, Nilai: 100875.25, Jarak: 351.33, Atraksi: 31, Penduduk: 3991, Pendapatan: 1.8981, Harga Tanah: 500001
Alternatif ID: 1625, Nilai: 100870.45, Jarak: 361.12, Atraksi: 18, Penduduk: 3961, Pendapatan: 11.1118, Harga Tanah: 500001
Alternatif ID: 1859, Nilai: 100869.53, Jarak: 374.55, Atraksi: 26, Penduduk: 3940, Pendapatan: 6.1025, Harga Tanah: 500001
Alternatif ID: 16062, Nilai: 100869.49, Jarak: 350.93, Atraksi: 52, Penduduk: 3939, Pendapatan: 4.5052, Harga Tanah: 500001
Alternatif ID: 4160, Nilai: 100868.24, Jarak: 233.40, Atraksi: 18, Penduduk: 4078, Pendapatan: 10.8034, Harga Tanah: 500001
Alternatif ID: 16209, Nilai: 100866.57, Jarak: 359.62, Atraksi: 52, Penduduk: 3914, Pendapatan: 6.2113, Harga Tanah: 500001
Alternatif ID: 8575, Nilai: 100863.11, Jarak: 201.70, Atraksi: 37, Penduduk: 4072, Pendapatan: 3.8571, Harga Tanah: 500001
Alternatif ID: 8516, Nilai: 100860.88, Jarak: 201.60, Atraksi: 31, Penduduk: 4066, Pendapatan: 4.8125, Harga Tanah: 500001
Alternatif ID: 8459, Nilai: 100858.40, Jarak: 199.13, Atraksi: 37, Penduduk: 4042, Pendapatan: 12.8665, Harga Tanah: 500001
Alternatif ID: 8252, Nilai: 100851.88, Jarak: 226.40, Atraksi: 33, Penduduk: 3994, Pendapatan: 5.0106, Harga Tanah: 500001
Alternatif ID: 5022, Nilai: 100850.87, Jarak: 244.36, Atraksi: 16, Penduduk: 3985, Pendapatan: 7.9767, Harga Tanah: 500001
Alternatif ID: 15975, Nilai: 100847.80, Jarak: 352.51, Atraksi: 52, Penduduk: 3830, Pendapatan: 3.4801, Harga Tanah: 500001
Alternatif ID: 7881, Nilai: 100844.40, Jarak: 200.00, Atraksi: 27, Penduduk: 3979, Pendapatan: 15.0001, Harga Tanah: 500001
Alternatif ID: 8049, Nilai: 100843.46, Jarak: 195.25, Atraksi: 27, Penduduk: 3990, Pendapatan: 4.0439, Harga Tanah: 500001
Alternatif ID: 14663, Nilai: 100842.87, Jarak: 343.21, Atraksi: 18, Penduduk: 4845, Pendapatan: 8.1489, Harga Tanah: 499000
Alternatif ID: 14507, Nilai: 100841.76, Jarak: 306.93, Atraksi: 52, Penduduk: 3841, Pendapatan: 7.8647, Harga Tanah: 500001
Alternatif ID: 8228, Nilai: 100840.15, Jarak: 202.89, Atraksi: 22, Penduduk: 3970, Pendapatan: 4.8618, Harga Tanah: 500001
Alternatif ID: 15984, Nilai: 100839.24, Jarak: 351.76, Atraksi: 52, Penduduk: 3785, Pendapatan: 6.4209, Harga Tanah: 500001
Alternatif ID: 7480, Nilai: 100837.91, Jarak: 201.03, Atraksi: 35, Penduduk: 3946, Pendapatan: 6.5195, Harga Tanah: 500001
Alternatif ID: 13868, Nilai: 100833.75, Jarak: 287.37, Atraksi: 25, Penduduk: 3845, Pendapatan: 10.3979, Harga Tanah: 500001
Alternatif ID: 14558, Nilai: 100830.30, Jarak: 300.50, Atraksi: 23, Penduduk: 3814, Pendapatan: 12.9792, Harga Tanah: 500001
Alternatif ID: 13806, Nilai: 100829.99, Jarak: 285.28, Atraksi: 28, Penduduk: 3825, Pendapatan: 10.675, Harga Tanah: 500001
Alternatif ID: 8225, Nilai: 100829.29, Jarak: 201.93, Atraksi: 28, Penduduk: 3910, Pendapatan: 5.5, Harga Tanah: 500001
Alternatif ID: 6922, Nilai: 100829.13, Jarak: 202.63, Atraksi: 39, Penduduk: 3895, Pendapatan: 8.0073, Harga Tanah: 500001
Alternatif ID: 7479, Nilai: 100827.52, Jarak: 200.09, Atraksi: 26, Penduduk: 3902, Pendapatan: 8.5136, Harga Tanah: 500001
Alternatif ID: 14967, Nilai: 100826.42, Jarak: 343.69, Atraksi: 52, Penduduk: 3726, Pendapatan: 9.3959, Harga Tanah: 500001
Alternatif ID: 4341, Nilai: 100824.97, Jarak: 214.38, Atraksi: 32, Penduduk: 3868, Pendapatan: 9.4667, Harga Tanah: 500001
Alternatif ID: 15760, Nilai: 100821.29, Jarak: 350.57, Atraksi: 52, Penduduk: 3697, Pendapatan: 5.866, Harga Tanah: 500001
Alternatif ID: 7883, Nilai: 100816.98, Jarak: 201.90, Atraksi: 52, Penduduk: 3815, Pendapatan: 15.0001, Harga Tanah: 500001
Alternatif ID: 13940, Nilai: 100815.85, Jarak: 287.35, Atraksi: 29, Penduduk: 3752, Pendapatan: 9.8937, Harga Tanah: 500001
Alternatif ID: 8050, Nilai: 100815.60, Jarak: 196.20, Atraksi: 38, Penduduk: 3830, Pendapatan: 12.7823, Harga Tanah: 500001
Alternatif ID: 10292, Nilai: 100814.45, Jarak: 109.63, Atraksi: 13, Penduduk: 3942, Pendapatan: 6.6054, Harga Tanah: 500001
Alternatif ID: 8923, Nilai: 100811.06, Jarak: 187.86, Atraksi: 21, Penduduk: 3837, Pendapatan: 8.4476, Harga Tanah: 500001
Alternatif ID: 4867, Nilai: 100810.66, Jarak: 214.01, Atraksi: 49, Penduduk: 3783, Pendapatan: 6.3013, Harga Tanah: 500001
Alternatif ID: 15985, Nilai: 100809.84, Jarak: 351.76, Atraksi: 52, Penduduk: 3640, Pendapatan: 4.4375, Harga Tanah: 500001
Alternatif ID: 7711, Nilai: 100809.66, Jarak: 200.98, Atraksi: 39, Penduduk: 3798, Pendapatan: 9.3092, Harga Tanah: 500001
Alternatif ID: 9736, Nilai: 100807.48, Jarak: 136.38, Atraksi: 29, Penduduk: 3865, Pendapatan: 6.0069, Harga Tanah: 500001
